account_number,account_type,branch_code,branch_name,case_status,case_summary,closed_date,closing_balance,compensation_paid,complaint_type,customer_address,customer_email,customer_id,customer_name,customer_phone,dispute_amount,dispute_type,doc_id,doc_type,filed_date,priority,processed_date,request_date,request_status,request_type,resolution,rm_email,rm_id,rm_name,s3_path,sort_code,statement_date
99118384,Savings,BR001,London City,,"Monthly Savings account statement. Closing balance £23,875.65.",,23875.65,,,"73 Samantha forges, Millerton, LS9 6LT",martyn46@example.org,CUST00024,Mr Ronald Singh,+44(0)115 4960476,,,STMT00262,eStatement,,,,,,,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/estatements/2025/01/STMT00262.pdf,54-18-41,2025-01-29
46706562,Premier,BR008,Glasgow,,"Monthly Premier account statement. Closing balance £49,665.30.",,49665.3,,,"02 Dorothy haven, Melanieland, E5 7RW",joanturner@example.net,CUST00045,Mrs Hayley Edwards,+44131 496 0418,,,STMT00263,eStatement,,,,,,,,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/estatements/2024/11/STMT00263.pdf,26-89-78,2024-11-01
08317278,ISA,BR009,Liverpool,,"Monthly ISA account statement. Closing balance £13,842.25.",,13842.25,,,"Flat 03O, Hollie mountains, Francescabury, N5F 6ST",julia61@example.net,CUST00040,Dr Glen Campbell,01214960724,,,STMT00264,eStatement,,,,,,,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/estatements/2025/09/STMT00264.pdf,86-50-66,2025-09-10
71434558,Current,BR004,Edinburgh,,"Monthly Current account statement. Closing balance £42,313.51.",,42313.51,,,"Studio 39, Justin center, Lynnland, IP6X 6GJ",gbell@example.net,CUST00042,Dylan White,(0116)4960817,,,STMT00265,eStatement,,,,,,,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/estatements/2024/08/STMT00265.pdf,27-29-39,2024-08-07
99118384,Savings,BR001,London City,,"Monthly Savings account statement. Closing balance £20,122.69.",,20122.69,,,"73 Samantha forges, Millerton, LS9 6LT",martyn46@example.org,CUST00024,Mr Ronald Singh,+44(0)115 4960476,,,STMT00266,eStatement,,,,,,,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/estatements/2026/02/STMT00266.pdf,54-18-41,2026-02-03
36763201,Premier,BR007,Cardiff,,"Monthly Premier account statement. Closing balance £27,640.83.",,27640.83,,,"7 Wood trail, Guymouth, G4 3UA",barry51@example.com,CUST00039,Terence Smith,+441414960870,,,STMT00267,eStatement,,,,,,,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/estatements/2024/10/STMT00267.pdf,38-32-99,2024-10-09
68727743,Business Current,BR010,Sheffield,,"Monthly Business Current account statement. Closing balance £29,706.97.",,29706.97,,,"6 Lydia branch, Hayleyborough, S5 9ZS",andreadavies@example.com,CUST00041,Jade Elliott-Adams,+44(0)113 4960408,,,STMT00268,eStatement,,,,,,,,robert.blackwood@securebankplc.com,RM017,Robert Blackwood,s3://banking-docs-poc-qahftr/estatements/2024/07/STMT00268.pdf,76-72-90,2024-07-04
16697848,Current,BR007,Cardiff,,"Monthly Current account statement. Closing balance £19,007.29.",,19007.29,,,"Studio 67, Lee rue, McDonaldmouth, DT3X 5GB",brenda41@example.com,CUST00009,Dr Sharon Jones,(0909) 8790528,,,STMT00269,eStatement,,,,,,,,isabella.rossi@securebankplc.com,RM020,Isabella Rossi,s3://banking-docs-poc-qahftr/estatements/2025/08/STMT00269.pdf,97-24-97,2025-08-08
31351823,Savings,BR005,Leeds,,"Monthly Savings account statement. Closing balance £9,133.46.",,9133.46,,,"81 Wilson club, Douglasmouth, IV2B 6PW",zcollins@example.com,CUST00057,Mathew Little,+44(0)8081570161,,,STMT00270,eStatement,,,,,,,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/estatements/2024/06/STMT00270.pdf,71-45-85,2024-06-08
37672423,ISA,BR010,Sheffield,,"Monthly ISA account statement. Closing balance £9,271.17.",,9271.17,,,"5 Chelsea street, Jessicashire, SN4 9XJ",elliott68@example.com,CUST00007,Sylvia Bolton,0131 496 0785,,,STMT00271,eStatement,,,,,,,,william.foster@securebankplc.com,RM011,William Foster,s3://banking-docs-poc-qahftr/estatements/2024/10/STMT00271.pdf,78-43-84,2024-10-14
27849808,Business Current,BR006,Bristol,,"Monthly Business Current account statement. Closing balance £24,005.53.",,24005.53,,,"Flat 3, Chan viaduct, Royport, L35 1EQ",clairewilson@example.org,CUST00025,Bryan Brown,0808 1570256,,,STMT00272,eStatement,,,,,,,,aisha.patel@securebankplc.com,RM010,Aisha Patel,s3://banking-docs-poc-qahftr/estatements/2025/02/STMT00272.pdf,94-23-27,2025-02-27
54549480,ISA,BR008,Glasgow,,"Monthly ISA account statement. Closing balance £10,051.06.",,10051.06,,,"Flat 88, Adam mountains, Lake Clifford, E2E 5YP",littlewilliam@example.org,CUST00054,Jill Norton,01134960860,,,STMT00273,eStatement,,,,,,,,thomas.müller@securebankplc.com,RM007,Thomas Müller,s3://banking-docs-poc-qahftr/estatements/2024/07/STMT00273.pdf,34-20-40,2024-07-18
47379965,Current,BR004,Edinburgh,,"Monthly Current account statement. Closing balance £38,188.74.",,38188.74,,,"Studio 89, Harvey brook, Stevenshire, N8 9TX",judithnash@example.org,CUST00053,Scott Hussain,+441314960267,,,STMT00274,eStatement,,,,,,,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/estatements/2024/11/STMT00274.pdf,73-51-33,2024-11-11
65328710,Current,BR007,Cardiff,,"Monthly Current account statement. Closing balance £37,904.59.",,37904.59,,,"Flat 35, Schofield ramp, Roseside, M75 9FB",juliefield@example.org,CUST00008,Derek Clarke,+44909 8790520,,,STMT00275,eStatement,,,,,,,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/estatements/2026/02/STMT00275.pdf,29-90-30,2026-02-26
19655698,Current,BR005,Leeds,,"Monthly Current account statement. Closing balance £39,448.08.",,39448.08,,,"8 Johnson squares, Port Katherine, G88 1RX",mohamedberry@example.org,CUST00033,Lee Middleton,(0909) 879 0898,,,STMT00276,eStatement,,,,,,,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/estatements/2025/07/STMT00276.pdf,59-83-34,2025-07-02
84656482,Savings,BR002,Manchester Central,,"Monthly Savings account statement. Closing balance £19,547.71.",,19547.71,,,"9 Barry circles, Hollandland, BN7 6GW",gerald83@example.org,CUST00035,Dr Bruce Metcalfe,+44(0)114 4960337,,,STMT00277,eStatement,,,,,,,,aisha.patel@securebankplc.com,RM010,Aisha Patel,s3://banking-docs-poc-qahftr/estatements/2025/09/STMT00277.pdf,63-95-58,2025-09-12
27849808,Business Current,BR006,Bristol,,"Monthly Business Current account statement. Closing balance £19,401.46.",,19401.46,,,"Flat 3, Chan viaduct, Royport, L35 1EQ",clairewilson@example.org,CUST00025,Bryan Brown,0808 1570256,,,STMT00278,eStatement,,,,,,,,aisha.patel@securebankplc.com,RM010,Aisha Patel,s3://banking-docs-poc-qahftr/estatements/2025/03/STMT00278.pdf,94-23-27,2025-03-14
40164005,Savings,BR009,Liverpool,,"Monthly Savings account statement. Closing balance £18,214.11.",,18214.11,,,"080 Lewis route, Port Sara, G5G 7RZ",browneileen@example.net,CUST00027,Maria Forster,0909 879 0429,,,STMT00279,eStatement,,,,,,,,amelia.singh@securebankplc.com,RM016,Amelia Singh,s3://banking-docs-poc-qahftr/estatements/2025/08/STMT00279.pdf,91-43-30,2025-08-04
46706562,Premier,BR008,Glasgow,,"Monthly Premier account statement. Closing balance £32,762.20.",,32762.2,,,"02 Dorothy haven, Melanieland, E5 7RW",joanturner@example.net,CUST00045,Mrs Hayley Edwards,+44131 496 0418,,,STMT00280,eStatement,,,,,,,,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/estatements/2024/12/STMT00280.pdf,26-89-78,2024-12-07
57885685,Business Current,BR005,Leeds,,"Monthly Business Current account statement. Closing balance £19,567.22.",,19567.22,,,"Flat 84, Hughes green, Lake Matthew, W7D 3DG",uford@example.com,CUST00056,Marcus Walker,+44(0)29 2018730,,,STMT00281,eStatement,,,,,,,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/estatements/2024/08/STMT00281.pdf,99-68-44,2024-08-04
37940265,Business Current,BR009,Liverpool,,"Monthly Business Current account statement. Closing balance £53,023.13.",,53023.13,,,"04 Howard land, Port Leeview, N5C 3RF",rachelkelly@example.org,CUST00002,Nigel Rose,+44151 4960869,,,STMT00282,eStatement,,,,,,,,zoe.nakamura@securebankplc.com,RM014,Zoe Nakamura,s3://banking-docs-poc-qahftr/estatements/2025/06/STMT00282.pdf,29-37-53,2025-06-16
61559407,ISA,BR002,Manchester Central,,"Monthly ISA account statement. Closing balance £5,747.41.",,5747.41,,,"1 George falls, Seanhaven, BA2 6PH",dennis04@example.org,CUST00003,Mrs Lindsey Green,0292018265,,,STMT00283,eStatement,,,,,,,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/estatements/2025/11/STMT00283.pdf,25-58-20,2025-11-27
00330923,Savings,BR004,Edinburgh,,"Monthly Savings account statement. Closing balance £42,140.40.",,42140.4,,,"Flat 69, Khan plaza, West Harriet, L1S 5NB",emily97@example.org,CUST00048,Francesca Lucas,(0141) 4960004,,,STMT00284,eStatement,,,,,,,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/estatements/2025/06/STMT00284.pdf,70-95-24,2025-06-10
95931034,Current,BR009,Liverpool,,"Monthly Current account statement. Closing balance £19,443.83.",,19443.83,,,"Studio 8, James island, Junemouth, WS53 0LG",natasha17@example.net,CUST00004,Angela Jackson,(0118)4960554,,,STMT00285,eStatement,,,,,,,,aisha.patel@securebankplc.com,RM010,Aisha Patel,s3://banking-docs-poc-qahftr/estatements/2024/08/STMT00285.pdf,39-22-58,2024-08-03
96001338,ISA,BR009,Liverpool,,"Monthly ISA account statement. Closing balance £31,715.67.",,31715.67,,,"9 Bird courts, Lake Lesley, E9U 5AD",ellie28@example.net,CUST00001,Eileen Evans,+44(0)1632 960 112,,,STMT00286,eStatement,,,,,,,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/estatements/2025/07/STMT00286.pdf,13-81-35,2025-07-13
19655698,Current,BR005,Leeds,,"Monthly Current account statement. Closing balance £19,090.94.",,19090.94,,,"8 Johnson squares, Port Katherine, G88 1RX",mohamedberry@example.org,CUST00033,Lee Middleton,(0909) 879 0898,,,STMT00287,eStatement,,,,,,,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/estatements/2025/03/STMT00287.pdf,59-83-34,2025-03-23
31665876,Current,BR007,Cardiff,,"Monthly Current account statement. Closing balance £39,088.25.",,39088.25,,,"03 French walks, East Janice, E05 3RJ",tross@example.net,CUST00043,Miss Kimberley Robinson,(0191) 496 0369,,,STMT00288,eStatement,,,,,,,,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/estatements/2024/05/STMT00288.pdf,36-63-59,2024-05-23
99016272,Current,BR001,London City,,"Monthly Current account statement. Closing balance £9,049.84.",,9049.84,,,"Flat 46k, Campbell junction, Port Rosemarychester, DE87 6LD",kathleenjones@example.org,CUST00046,Nathan Sanderson,(0808)1570938,,,STMT00289,eStatement,,,,,,,,liam.fitzgerald@securebankplc.com,RM013,Liam Fitzgerald,s3://banking-docs-poc-qahftr/estatements/2024/06/STMT00289.pdf,43-58-51,2024-06-21
84271094,Premier,BR001,London City,,"Monthly Premier account statement. Closing balance £25,081.62.",,25081.62,,,"8 Gemma rapid, Charlesland, DD1A 0SJ",gary02@example.org,CUST00059,Ross Bailey,+441174960914,,,STMT00290,eStatement,,,,,,,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/estatements/2025/02/STMT00290.pdf,71-66-53,2025-02-05
43039117,Current,BR002,Manchester Central,,"Monthly Current account statement. Closing balance £24,605.25.",,24605.25,,,"427 Brown gardens, West Bethan, AB5 0WZ",turnerjosephine@example.com,CUST00012,Dr Duncan Greenwood,(0909) 879 0062,,,STMT00291,eStatement,,,,,,,,natalie.burke@securebankplc.com,RM012,Natalie Burke,s3://banking-docs-poc-qahftr/estatements/2024/08/STMT00291.pdf,78-26-26,2024-08-06
61559407,ISA,BR002,Manchester Central,,"Monthly ISA account statement. Closing balance £11,526.39.",,11526.39,,,"1 George falls, Seanhaven, BA2 6PH",dennis04@example.org,CUST00003,Mrs Lindsey Green,0292018265,,,STMT00292,eStatement,,,,,,,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/estatements/2024/12/STMT00292.pdf,25-58-20,2024-12-02
74529912,Business Current,BR010,Sheffield,,"Monthly Business Current account statement. Closing balance £48,286.04.",,48286.04,,,"217 Natasha passage, Staceyberg, B2B 9DT",carterdeclan@example.org,CUST00049,Patricia Hopkins-Waters,+449098790877,,,STMT00293,eStatement,,,,,,,,thomas.müller@securebankplc.com,RM007,Thomas Müller,s3://banking-docs-poc-qahftr/estatements/2024/12/STMT00293.pdf,23-84-13,2024-12-13
43039117,Current,BR002,Manchester Central,,"Monthly Current account statement. Closing balance £42,280.22.",,42280.22,,,"427 Brown gardens, West Bethan, AB5 0WZ",turnerjosephine@example.com,CUST00012,Dr Duncan Greenwood,(0909) 879 0062,,,STMT00294,eStatement,,,,,,,,natalie.burke@securebankplc.com,RM012,Natalie Burke,s3://banking-docs-poc-qahftr/estatements/2025/11/STMT00294.pdf,78-26-26,2025-11-24
16697848,Current,BR007,Cardiff,,"Monthly Current account statement. Closing balance £10,774.57.",,10774.57,,,"Studio 67, Lee rue, McDonaldmouth, DT3X 5GB",brenda41@example.com,CUST00009,Dr Sharon Jones,(0909) 8790528,,,STMT00295,eStatement,,,,,,,,isabella.rossi@securebankplc.com,RM020,Isabella Rossi,s3://banking-docs-poc-qahftr/estatements/2024/12/STMT00295.pdf,97-24-97,2024-12-12
71434558,Current,BR004,Edinburgh,,"Monthly Current account statement. Closing balance £8,001.67.",,8001.67,,,"Studio 39, Justin center, Lynnland, IP6X 6GJ",gbell@example.net,CUST00042,Dylan White,(0116)4960817,,,STMT00296,eStatement,,,,,,,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/estatements/2025/02/STMT00296.pdf,27-29-39,2025-02-10
65185067,Current,BR006,Bristol,,"Monthly Current account statement. Closing balance £12,109.16.",,12109.16,,,"Flat 29J, Price ramp, South Sam, W3 9GT",chloe20@example.org,CUST00051,Rachael Farmer,+44909 8790358,,,STMT00297,eStatement,,,,,,,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/estatements/2024/10/STMT00297.pdf,65-56-91,2024-10-02
61939909,Current,BR002,Manchester Central,,"Monthly Current account statement. Closing balance £14,175.52.",,14175.52,,,"13 Dean green, South Dennischester, IG4 0SA",justin74@example.org,CUST00022,Mrs Lucy Hyde,(0191)4960767,,,STMT00298,eStatement,,,,,,,,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/estatements/2025/05/STMT00298.pdf,63-94-84,2025-05-20
62849877,Premier,BR008,Glasgow,,"Monthly Premier account statement. Closing balance £33,695.08.",,33695.08,,,"262 Davis trail, South Irene, PA0Y 4QQ",patriciabrown@example.org,CUST00052,Miss Catherine Shaw,(0113) 496 0142,,,STMT00299,eStatement,,,,,,,,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/estatements/2025/05/STMT00299.pdf,85-44-51,2025-05-18
74529912,Business Current,BR010,Sheffield,,"Monthly Business Current account statement. Closing balance £13,679.29.",,13679.29,,,"217 Natasha passage, Staceyberg, B2B 9DT",carterdeclan@example.org,CUST00049,Patricia Hopkins-Waters,+449098790877,,,STMT00300,eStatement,,,,,,,,thomas.müller@securebankplc.com,RM007,Thomas Müller,s3://banking-docs-poc-qahftr/estatements/2024/11/STMT00300.pdf,23-84-13,2024-11-18
31351823,Savings,BR005,Leeds,,"Monthly Savings account statement. Closing balance £18,062.02.",,18062.02,,,"81 Wilson club, Douglasmouth, IV2B 6PW",zcollins@example.com,CUST00057,Mathew Little,+44(0)8081570161,,,STMT00301,eStatement,,,,,,,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/estatements/2024/04/STMT00301.pdf,71-45-85,2024-04-25
27849808,Business Current,BR006,Bristol,,"Monthly Business Current account statement. Closing balance £32,989.90.",,32989.9,,,"Flat 3, Chan viaduct, Royport, L35 1EQ",clairewilson@example.org,CUST00025,Bryan Brown,0808 1570256,,,STMT00302,eStatement,,,,,,,,aisha.patel@securebankplc.com,RM010,Aisha Patel,s3://banking-docs-poc-qahftr/estatements/2026/02/STMT00302.pdf,94-23-27,2026-02-15
32677360,Savings,BR001,London City,,"Monthly Savings account statement. Closing balance £38,607.08.",,38607.08,,,"60 Mitchell expressway, Martinberg, B5 8WU",thomasking@example.org,CUST00019,Sharon Price,0191 498 0065,,,STMT00303,eStatement,,,,,,,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/estatements/2025/06/STMT00303.pdf,58-10-59,2025-06-03
22602563,Business Current,BR003,Birmingham,,"Monthly Business Current account statement. Closing balance £6,817.41.",,6817.41,,,"5 Colin tunnel, Hazelshire, BS92 9UW",dylanreid@example.com,CUST00030,Mohamed Ahmed,(0121) 4960087,,,STMT00304,eStatement,,,,,,,,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/estatements/2024/12/STMT00304.pdf,30-99-23,2024-12-10
55646417,Current,BR004,Edinburgh,,"Monthly Current account statement. Closing balance £50,068.18.",,50068.18,,,"Flat 16, Garry views, Hunterton, DL17 9AL",stanleyrebecca@example.com,CUST00047,Miss Abbie Hart,+441914960529,,,STMT00305,eStatement,,,,,,,,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/estatements/2025/10/STMT00305.pdf,79-16-54,2025-10-18
40164005,Savings,BR009,Liverpool,,"Monthly Savings account statement. Closing balance £20,114.65.",,20114.65,,,"080 Lewis route, Port Sara, G5G 7RZ",browneileen@example.net,CUST00027,Maria Forster,0909 879 0429,,,STMT00306,eStatement,,,,,,,,amelia.singh@securebankplc.com,RM016,Amelia Singh,s3://banking-docs-poc-qahftr/estatements/2025/07/STMT00306.pdf,91-43-30,2025-07-30
22602563,Business Current,BR003,Birmingham,,"Monthly Business Current account statement. Closing balance £41,004.65.",,41004.65,,,"5 Colin tunnel, Hazelshire, BS92 9UW",dylanreid@example.com,CUST00030,Mohamed Ahmed,(0121) 4960087,,,STMT00307,eStatement,,,,,,,,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/estatements/2024/12/STMT00307.pdf,30-99-23,2024-12-01
66319314,ISA,BR005,Leeds,,"Monthly ISA account statement. Closing balance £34,547.01.",,34547.01,,,"893 Jones crest, East Diane, E3A 9GY",brownwendy@example.com,CUST00050,Adrian Davey,+44(0)808 1570942,,,STMT00308,eStatement,,,,,,,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/estatements/2024/12/STMT00308.pdf,25-82-15,2024-12-31
46706562,Premier,BR008,Glasgow,,"Monthly Premier account statement. Closing balance £10,643.66.",,10643.66,,,"02 Dorothy haven, Melanieland, E5 7RW",joanturner@example.net,CUST00045,Mrs Hayley Edwards,+44131 496 0418,,,STMT00309,eStatement,,,,,,,,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/estatements/2024/09/STMT00309.pdf,26-89-78,2024-09-26
31351823,Savings,BR005,Leeds,,"Monthly Savings account statement. Closing balance £37,885.05.",,37885.05,,,"81 Wilson club, Douglasmouth, IV2B 6PW",zcollins@example.com,CUST00057,Mathew Little,+44(0)8081570161,,,STMT00310,eStatement,,,,,,,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/estatements/2025/04/STMT00310.pdf,71-45-85,2025-04-04
18244935,Savings,BR005,Leeds,,"Monthly Savings account statement. Closing balance £44,521.01.",,44521.01,,,"Studio 91, Grace ports, New Brettbury, M3 7WT",nwood@example.org,CUST00026,Linda Mason-Thornton,(0115) 4960463,,,STMT00311,eStatement,,,,,,,,emily.watson@securebankplc.com,RM004,Emily Watson,s3://banking-docs-poc-qahftr/estatements/2025/11/STMT00311.pdf,97-91-43,2025-11-29
34332003,Premier,BR006,Bristol,,"Monthly Premier account statement. Closing balance £35,860.62.",,35860.62,,,"0 Kate locks, Juneside, S2A 7TS",lawrencemiles@example.net,CUST00038,Frederick Pearson-Webster,(0116)4960522,,,STMT00312,eStatement,,,,,,,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/estatements/2024/12/STMT00312.pdf,88-19-68,2024-12-17
43039117,Current,BR002,Manchester Central,,"Monthly Current account statement. Closing balance £5,351.07.",,5351.07,,,"427 Brown gardens, West Bethan, AB5 0WZ",turnerjosephine@example.com,CUST00012,Dr Duncan Greenwood,(0909) 879 0062,,,STMT00313,eStatement,,,,,,,,natalie.burke@securebankplc.com,RM012,Natalie Burke,s3://banking-docs-poc-qahftr/estatements/2024/05/STMT00313.pdf,78-26-26,2024-05-22
73375433,Current,BR007,Cardiff,,"Monthly Current account statement. Closing balance £29,353.42.",,29353.42,,,"Studio 2, Leah loop, Johnsonport, G7T 2YS",brenda28@example.com,CUST00031,Kathryn Shah,+44(0)117 496 0843,,,STMT00314,eStatement,,,,,,,,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/estatements/2025/09/STMT00314.pdf,94-34-61,2025-09-01
68011280,Business Current,BR008,Glasgow,,"Monthly Business Current account statement. Closing balance £32,283.64.",,32283.64,,,"9 Graeme throughway, Jonesmouth, TS6 3LX",terence80@example.org,CUST00028,Dominic Harvey,+441632 960888,,,STMT00315,eStatement,,,,,,,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/estatements/2025/10/STMT00315.pdf,84-80-28,2025-10-26
18244935,Savings,BR005,Leeds,,"Monthly Savings account statement. Closing balance £41,493.69.",,41493.69,,,"Studio 91, Grace ports, New Brettbury, M3 7WT",nwood@example.org,CUST00026,Linda Mason-Thornton,(0115) 4960463,,,STMT00316,eStatement,,,,,,,,emily.watson@securebankplc.com,RM004,Emily Watson,s3://banking-docs-poc-qahftr/estatements/2025/11/STMT00316.pdf,97-91-43,2025-11-21
57885685,Business Current,BR005,Leeds,,"Monthly Business Current account statement. Closing balance £35,040.29.",,35040.29,,,"Flat 84, Hughes green, Lake Matthew, W7D 3DG",uford@example.com,CUST00056,Marcus Walker,+44(0)29 2018730,,,STMT00317,eStatement,,,,,,,,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/estatements/2024/07/STMT00317.pdf,99-68-44,2024-07-26
40164005,Savings,BR009,Liverpool,,"Monthly Savings account statement. Closing balance £44,584.87.",,44584.87,,,"080 Lewis route, Port Sara, G5G 7RZ",browneileen@example.net,CUST00027,Maria Forster,0909 879 0429,,,STMT00318,eStatement,,,,,,,,amelia.singh@securebankplc.com,RM016,Amelia Singh,s3://banking-docs-poc-qahftr/estatements/2024/08/STMT00318.pdf,91-43-30,2024-08-12
94680443,Premier,BR003,Birmingham,,"Monthly Premier account statement. Closing balance £8,148.07.",,8148.07,,,"Flat 18v, Harrison dam, Lake Terence, WC55 5TN",jwright@example.org,CUST00036,Jane Smith-Winter,01632 960 933,,,STMT00319,eStatement,,,,,,,,isabella.rossi@securebankplc.com,RM020,Isabella Rossi,s3://banking-docs-poc-qahftr/estatements/2025/07/STMT00319.pdf,84-87-93,2025-07-28
41343524,Current,BR009,Liverpool,,"Monthly Current account statement. Closing balance £32,689.53.",,32689.53,,,"849 Hughes shore, Collinsland, UB6 1HT",matthewsfrances@example.org,CUST00058,Linda Hall,01632 960639,,,STMT00320,eStatement,,,,,,,,isabella.rossi@securebankplc.com,RM020,Isabella Rossi,s3://banking-docs-poc-qahftr/estatements/2025/07/STMT00320.pdf,78-26-45,2025-07-26
34332003,Premier,BR006,Bristol,,"Monthly Premier account statement. Closing balance £45,423.88.",,45423.88,,,"0 Kate locks, Juneside, S2A 7TS",lawrencemiles@example.net,CUST00038,Frederick Pearson-Webster,(0116)4960522,,,STMT00321,eStatement,,,,,,,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/estatements/2026/02/STMT00321.pdf,88-19-68,2026-02-25
41343524,Current,BR009,Liverpool,,"Monthly Current account statement. Closing balance £22,217.19.",,22217.19,,,"849 Hughes shore, Collinsland, UB6 1HT",matthewsfrances@example.org,CUST00058,Linda Hall,01632 960639,,,STMT00322,eStatement,,,,,,,,isabella.rossi@securebankplc.com,RM020,Isabella Rossi,s3://banking-docs-poc-qahftr/estatements/2024/05/STMT00322.pdf,78-26-45,2024-05-22
29973763,Current,BR004,Edinburgh,,"Monthly Current account statement. Closing balance £37,355.70.",,37355.7,,,"609 Price crescent, North Joanneside, HP84 0EX",antonyjones@example.com,CUST00016,Leah Kay,+44(0)118 496 0897,,,STMT00323,eStatement,,,,,,,,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/estatements/2024/11/STMT00323.pdf,22-94-65,2024-11-09
54353462,Business Current,BR010,Sheffield,,"Monthly Business Current account statement. Closing balance £48,735.33.",,48735.33,,,"367 Watkins spring, West Scottberg, BH84 0YS",joanlittle@example.net,CUST00023,Terry Stephens-Turner,+44(0)306 9990092,,,STMT00324,eStatement,,,,,,,,robert.blackwood@securebankplc.com,RM017,Robert Blackwood,s3://banking-docs-poc-qahftr/estatements/2025/03/STMT00324.pdf,68-50-19,2025-03-02
62473178,Current,BR008,Glasgow,,"Monthly Current account statement. Closing balance £42,935.39.",,42935.39,,,"61 Maria ports, Lake Marilynburgh, SP3 4SG",duncanarmstrong@example.com,CUST00018,Lisa Lawrence,+44(0)1632 960 827,,,STMT00325,eStatement,,,,,,,,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/estatements/2025/03/STMT00325.pdf,16-93-79,2025-03-25
71434558,Current,BR004,Edinburgh,,"Monthly Current account statement. Closing balance £10,774.57.",,10774.57,,,"Studio 39, Justin center, Lynnland, IP6X 6GJ",gbell@example.net,CUST00042,Dylan White,(0116)4960817,,,STMT00326,eStatement,,,,,,,,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/estatements/2025/07/STMT00326.pdf,27-29-39,2025-07-14
61559407,ISA,BR002,Manchester Central,,"Monthly ISA account statement. Closing balance £48,093.03.",,48093.03,,,"1 George falls, Seanhaven, BA2 6PH",dennis04@example.org,CUST00003,Mrs Lindsey Green,0292018265,,,STMT00327,eStatement,,,,,,,,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/estatements/2026/03/STMT00327.pdf,25-58-20,2026-03-05
